name,company,for_gender,rating,number_votes,main accords,top notes,middle notes,base notes,longevity,sillage,gender_vote,price value
Kate Spade New York,Kate Spade,for women,3.88,40.0,"{'amber': 100.0, 'citrus': 94.717, 'fruity': 92.7359, 'woody': 92.7359, 'musky': 91.7453, 'floral': 76.5566, 'sweet': 73.9151, 'rose': 69.6226, 'powdery': 59.0566, 'fresh spicy': 52.4528}","['Wild Strawberry', 'Bergamot', 'Citruses']","['Rose', 'Freesia']","['Ambroxan', 'Cashmeran']","{'very weak': 0, 'weak': 7, 'moderate': 9, 'long lasting': 5, 'eternal': 0}","{'intimate': 6, 'moderate': 12, 'strong': 0, 'enormous': 0}","{'female': 19, 'more female': 3, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 3, 'ok': 9, 'good value': 2, 'great value': 1}"
La Yuqawam Jasmine Wisp,Rasasi,for women,4.2,177.0,"{'sweet': 100.0, 'fruity': 96.9791, 'vanilla': 84.8611, 'tropical': 67.7777, 'white floral': 67.5, 'amber': 61.5972, 'citrus': 58.4722, 'fresh': 57.1528, 'coconut': 57.0833, 'powdery': 47.4653}","['Mandarin Orange', 'Lemon', 'Grapefruit']","['Passionfruit', 'White Flowers', 'Pear', 'Coconut', 'Peach']","['Vanilla', 'Amber', 'Tonka Bean']","{'very weak': 7, 'weak': 3, 'moderate': 18, 'long lasting': 38, 'eternal': 39}","{'intimate': 11, 'moderate': 40, 'strong': 55, 'enormous': 79}","{'female': 35, 'more female': 3, 'unisex': 4, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 4, 'ok': 15, 'good value': 11, 'great value': 5}"
Burberry Her Intense,Burberry,for women,3.85,607.0,"{'fruity': 100.0, 'amber': 69.4451, 'sweet': 54.6782, 'warm spicy': 49.7225, 'fresh': 45.2174}","['Red Fruits', 'Blackberry']",['Jasmine'],['Benzoin'],"{'very weak': 28, 'weak': 29, 'moderate': 64, 'long lasting': 120, 'eternal': 40}","{'intimate': 68, 'moderate': 146, 'strong': 137, 'enormous': 125}","{'female': 89, 'more female': 17, 'unisex': 9, 'more male': 0, 'male': 0}","{'way overpriced': 5, 'overpriced': 10, 'ok': 52, 'good value': 24, 'great value': 4}"
Oriental Orchid,Rirana Parfume,for women and men,4.23,13.0,"{'white floral': 100.0, 'warm spicy': 97.2, 'floral': 92.0666, 'sweet': 91.6, 'chocolate': 82.2667, 'patchouli': 76.6667, 'woody': 60.8, 'balsamic': 58.0, 'powdery': 56.6, 'amber': 55.2}",[],"['Orchid', 'White Flowers', 'Chocolate', 'Patchouli', 'Incense']",[],"{'very weak': 0, 'weak': 0, 'moderate': 1, 'long lasting': 3, 'eternal': 7}","{'intimate': 0, 'moderate': 9, 'strong': 3, 'enormous': 3}","{'female': 0, 'more female': 0, 'unisex': 3, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 3, 'good value': 0, 'great value': 0}"
1 Million Lucky,Paco Rabanne,for men,4.22,1584.0,"{'woody': 100.0, 'sweet': 83.926, 'nutty': 77.2509, 'honey': 75.4982, 'fruity': 70.6051, 'ozonic': 52.5665, 'citrus': 51.5076, 'amber': 46.5634, 'floral': 45.6724}","['Plum', 'Ozonic notes', 'Grapefruit', 'Bergamot']","['Hazelnut', 'Honey', 'Cedar', 'Cashmere Wood', 'Jasmine', 'Orange Blossom']","['Amberwood', 'Patchouli', 'Oakmoss', 'Vetiver']","{'very weak': 43, 'weak': 61, 'moderate': 241, 'long lasting': 434, 'eternal': 97}","{'intimate': 107, 'moderate': 540, 'strong': 284, 'enormous': 156}","{'female': 0, 'more female': 5, 'unisex': 58, 'more male': 93, 'male': 44}","{'way overpriced': 4, 'overpriced': 17, 'ok': 107, 'good value': 43, 'great value': 5}"
Midnight Fantasy,Britney Spears,for women,3.969999999999999,7337.0,"{'sweet': 100.0, 'fruity': 97.0704, 'cherry': 71.5287, 'vanilla': 62.6033, 'powdery': 55.4413, 'nutty': 50.7643, 'floral': 48.8268, 'almond': 46.6115}","['Plum', 'Sour Cherry', 'Raspberry']","['Orchid', 'iris', 'Freesia']","['Vanilla', 'Amber', 'Musk']","{'very weak': 109, 'weak': 181, 'moderate': 609, 'long lasting': 759, 'eternal': 385}","{'intimate': 216, 'moderate': 784, 'strong': 864, 'enormous': 344}","{'female': 158, 'more female': 11, 'unisex': 8, 'more male': 0, 'male': 2}","{'way overpriced': 4, 'overpriced': 8, 'ok': 29, 'good value': 59, 'great value': 82}"
Shock-In-Scent For Women,Police,for women,3.95,77.0,"{'honey': 100.0, 'sweet': 87.0145, 'almond': 72.6087, 'amber': 68.5507, 'white floral': 68.5507, 'floral': 67.8913, 'nutty': 55.5652, 'powdery': 51.3551, 'fruity': 51.3044, 'animalic': 49.8334}","['Almond', 'Bergamot']","['White Flowers', 'Jasmine', 'Ylang-Ylang']","['Honey', 'Amber', 'Orris Root']","{'very weak': 2, 'weak': 4, 'moderate': 17, 'long lasting': 21, 'eternal': 16}","{'intimate': 6, 'moderate': 25, 'strong': 17, 'enormous': 37}","{'female': 23, 'more female': 0, 'unisex': 2, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 6, 'great value': 19}"
Fantasy The Nice Remix,Britney Spears,for women,4.06,561.0,"{'sweet': 100.0, 'white floral': 67.6176, 'fruity': 60.7355, 'musky': 59.47, 'tropical': 47.0753, 'powdery': 44.735, 'fresh': 44.0069}",[],"['Cupcake', 'Jasmine', 'Kiwi', 'Musk']",[],"{'very weak': 27, 'weak': 21, 'moderate': 67, 'long lasting': 61, 'eternal': 19}","{'intimate': 53, 'moderate': 106, 'strong': 50, 'enormous': 50}","{'female': 3, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 2}"
Cloud,Ariana Grande,for women,4.05,2569.0,"{'sweet': 100.0, 'lactonic': 65.4038, 'vanilla': 61.4724, 'coconut': 52.6843}","['Lavender', 'Pear', 'Bergamot']","['Whipped cream', 'Praline', 'Coconut', 'Vanilla orchid']","['Musk', 'Woody Notes']","{'very weak': 140, 'weak': 150, 'moderate': 469, 'long lasting': 326, 'eternal': 170}","{'intimate': 281, 'moderate': 695, 'strong': 388, 'enormous': 330}","{'female': 284, 'more female': 168, 'unisex': 100, 'more male': 5, 'male': 2}","{'way overpriced': 12, 'overpriced': 28, 'ok': 116, 'good value': 260, 'great value': 117}"
Lost Cherry,Tom Ford,for women and men,4.18,2274.0,"{'sweet': 100.0, 'almond': 93.2931, 'cherry': 86.6359, 'nutty': 82.7012, 'fruity': 76.8985, 'vanilla': 62.6277, 'amber': 61.1746, 'warm spicy': 57.9752, 'woody': 56.3258, 'alcohol': 54.1001}","['Sour Cherry', 'Bitter Almond', 'Liquor']","['Sour Cherry', 'Plum', 'Turkish Rose', 'Jasmine Sambac']","['Tonka Bean', 'Vanilla', 'Peru Balsam', 'Benzoin', 'Cinnamon', 'Sandalwood', 'Cedar', 'Cloves', 'Vetiver', 'Patchouli']","{'very weak': 115, 'weak': 145, 'moderate': 342, 'long lasting': 263, 'eternal': 108}","{'intimate': 254, 'moderate': 550, 'strong': 341, 'enormous': 297}","{'female': 159, 'more female': 115, 'unisex': 134, 'more male': 4, 'male': 5}","{'way overpriced': 235, 'overpriced': 89, 'ok': 52, 'good value': 6, 'great value': 12}"
Ombré Leather (2018),Tom Ford,for women and men,4.4,2853.0,"{'leather': 100.0, 'animalic': 71.3973, 'white floral': 58.7613, 'warm spicy': 56.2764, 'amber': 54.7961, 'smoky': 51.0, 'earthy': 49.1178, 'mossy': 48.6103, 'patchouli': 45.2266, 'woody': 44.719}",['Cardamom'],"['Leather', 'Jasmine Sambac']","['Amber', 'Moss', 'Patchouli']","{'very weak': 64, 'weak': 79, 'moderate': 258, 'long lasting': 726, 'eternal': 280}","{'intimate': 140, 'moderate': 747, 'strong': 553, 'enormous': 308}","{'female': 4, 'more female': 8, 'unisex': 151, 'more male': 164, 'male': 187}","{'way overpriced': 37, 'overpriced': 114, 'ok': 218, 'good value': 70, 'great value': 20}"
L'Interdit Eau de Parfum,Givenchy,for women,3.91,4137.0,"{'white floral': 100.0, 'tuberose': 64.9232, 'sweet': 62.3878, 'woody': 51.0102, 'fruity': 50.3668, 'patchouli': 49.2398, 'citrus': 48.8048, 'vanilla': 47.9605, 'animalic': 45.9879, 'amber': 45.8626}","['Pear', 'Bergamot']","['Tuberose', 'Orange Blossom', 'Jasmine Sambac']","['Patchouli', 'Vanilla', 'Ambroxan', 'Vetiver']","{'very weak': 94, 'weak': 103, 'moderate': 366, 'long lasting': 640, 'eternal': 386}","{'intimate': 227, 'moderate': 582, 'strong': 912, 'enormous': 587}","{'female': 308, 'more female': 32, 'unisex': 21, 'more male': 0, 'male': 0}","{'way overpriced': 6, 'overpriced': 68, 'ok': 188, 'good value': 40, 'great value': 12}"
Y Eau de Parfum,Yves Saint Laurent,for men,4.18,2485.0,"{'aromatic': 100.0, 'woody': 79.5738, 'fresh spicy': 73.4814, 'amber': 72.0841, 'warm spicy': 71.743, 'fruity': 66.1307, 'fresh': 61.2038, 'herbal': 58.4126, 'citrus': 57.4027, 'green': 53.8797}","['Apple', 'Ginger', 'Bergamot']","['Sage', 'Juniper Berries', 'Geranium']","['Amberwood', 'Tonka Bean', 'Cedar', 'Vetiver', 'Olibanum']","{'very weak': 60, 'weak': 106, 'moderate': 346, 'long lasting': 924, 'eternal': 166}","{'intimate': 180, 'moderate': 664, 'strong': 825, 'enormous': 248}","{'female': 2, 'more female': 3, 'unisex': 25, 'more male': 167, 'male': 313}","{'way overpriced': 49, 'overpriced': 126, 'ok': 236, 'good value': 71, 'great value': 8}"
Burberry Her,Burberry,for women,3.73,2419.0,"{'fruity': 100.0, 'sweet': 78.4423, 'woody': 49.2938, 'powdery': 47.7743, 'musky': 47.7378}","['Strawberry', 'Raspberry', 'Blackberry', 'Sour Cherry', 'Black Currant', 'Mandarin Orange', 'Lemon']","['Violet', 'Jasmine']","['Musk', 'Vanilla', 'Oakmoss', 'Cashmeran', 'Woody Notes', 'Amber', 'Patchouli']","{'very weak': 70, 'weak': 88, 'moderate': 274, 'long lasting': 336, 'eternal': 150}","{'intimate': 177, 'moderate': 482, 'strong': 385, 'enormous': 350}","{'female': 241, 'more female': 39, 'unisex': 22, 'more male': 1, 'male': 1}","{'way overpriced': 13, 'overpriced': 53, 'ok': 155, 'good value': 52, 'great value': 11}"
Oud for Greatness,Initio Parfums Prives,for women and men,4.45,1278.0,"{'warm spicy': 100.0, 'fresh spicy': 90.1848, 'oud': 88.9977, 'patchouli': 62.7765, 'lavender': 61.3591, 'musky': 56.9299, 'leather': 55.229, 'woody': 49.6659, 'earthy': 49.4179, 'tobacco': 48.9218}","['Saffron', 'Nutmeg', 'Lavender']",['Agarwood (Oud)'],"['Patchouli', 'Musk']","{'very weak': 52, 'weak': 39, 'moderate': 61, 'long lasting': 167, 'eternal': 576}","{'intimate': 64, 'moderate': 170, 'strong': 281, 'enormous': 584}","{'female': 9, 'more female': 4, 'unisex': 96, 'more male': 145, 'male': 75}","{'way overpriced': 80, 'overpriced': 89, 'ok': 70, 'good value': 45, 'great value': 13}"
Nomade,Chloé,for women,3.87,3573.0,"{'woody': 100.0, 'citrus': 90.1937, 'fruity': 89.1132, 'mossy': 86.3523, 'earthy': 78.4586, 'floral': 76.1273, 'sweet': 67.4583, 'powdery': 55.6962, 'warm spicy': 55.6476, 'amber': 54.7453}","['Mirabelle', 'Bergamot', 'Lemon', 'Orange']","['Freesia', 'Peach', 'Rose', 'Jasmine']","['Oakmoss', 'Amberwood', 'Patchouli', 'White Musk', 'Sandalwood']","{'very weak': 76, 'weak': 111, 'moderate': 339, 'long lasting': 463, 'eternal': 228}","{'intimate': 232, 'moderate': 704, 'strong': 468, 'enormous': 419}","{'female': 113, 'more female': 76, 'unisex': 66, 'more male': 5, 'male': 2}","{'way overpriced': 9, 'overpriced': 24, 'ok': 125, 'good value': 46, 'great value': 10}"
Sauvage Eau de Parfum,Christian Dior,for men,4.03,2841.0,"{'fresh spicy': 100.0, 'citrus': 80.6111, 'amber': 79.0337, 'musky': 59.4202, 'lavender': 54.4901, 'anis': 52.5651, 'soft spicy': 52.4421, 'vanilla': 51.3353, 'herbal': 50.9235, 'aromatic': 49.5814}",['Bergamot'],"['Sichuan Pepper', 'Lavender', 'Star Anise', 'Nutmeg']","['Ambroxan', 'Vanilla']","{'very weak': 86, 'weak': 78, 'moderate': 213, 'long lasting': 927, 'eternal': 330}","{'intimate': 169, 'moderate': 535, 'strong': 911, 'enormous': 326}","{'female': 3, 'more female': 1, 'unisex': 14, 'more male': 58, 'male': 273}","{'way overpriced': 38, 'overpriced': 101, 'ok': 153, 'good value': 35, 'great value': 7}"
Wanted by Night,Azzaro,for men,4.21,1676.0,"{'warm spicy': 100.0, 'cinnamon': 93.0397, 'woody': 89.6462, 'citrus': 86.2279, 'fruity': 85.8688, 'sweet': 79.7691, 'amber': 71.948, 'aromatic': 68.6412, 'tobacco': 68.2696, 'fresh spicy': 65.3097}","['Cinnamon', 'Mandarin Orange', 'Lavender', 'Lemon']","['Fruity Notes', 'Incense', 'Red Cedar', 'Cumin']","['Tobacco', 'Vanilla', 'Cedar', 'Leather', 'Benzoin', 'Cypress', 'Iso E Super', 'Patchouli']","{'very weak': 59, 'weak': 59, 'moderate': 222, 'long lasting': 608, 'eternal': 91}","{'intimate': 95, 'moderate': 406, 'strong': 584, 'enormous': 191}","{'female': 3, 'more female': 2, 'unisex': 15, 'more male': 102, 'male': 177}","{'way overpriced': 6, 'overpriced': 20, 'ok': 107, 'good value': 103, 'great value': 49}"
Narciso Rouge,Narciso Rodriguez,for women,4.05,2252.0,"{'powdery': 100.0, 'vanilla': 82.1002, 'musky': 80.289, 'woody': 77.5466, 'iris': 73.9949, 'rose': 70.5267, 'sweet': 57.8805, 'earthy': 54.8812, 'aromatic': 52.0424, 'violet': 51.9974}","['iris', 'Bulgarian Rose']","['Musk', 'Tuberose', 'Orange Blossom']","['Tonka Bean', 'Vanilla', 'White Cedar Extract', 'Cedar', 'Sandalwood', 'Vetiver']","{'very weak': 68, 'weak': 93, 'moderate': 330, 'long lasting': 205, 'eternal': 96}","{'intimate': 221, 'moderate': 500, 'strong': 281, 'enormous': 262}","{'female': 171, 'more female': 23, 'unisex': 7, 'more male': 0, 'male': 1}","{'way overpriced': 11, 'overpriced': 22, 'ok': 121, 'good value': 24, 'great value': 9}"
The Only One,Dolce&Gabbana,for women,3.93,2105.0,"{'caramel': 100.0, 'sweet': 94.3257, 'powdery': 91.5379, 'vanilla': 82.2614, 'violet': 80.9848, 'coffee': 79.3939, 'warm spicy': 69.106, 'citrus': 66.2348, 'iris': 65.4545, 'fruity': 57.2727}","['Violet', 'Bergamot', 'Orange']","['Coffee', 'Pear', 'iris', 'Orange Blossom', 'Rose']","['Caramel', 'Vanilla', 'Patchouli']","{'very weak': 54, 'weak': 95, 'moderate': 313, 'long lasting': 247, 'eternal': 75}","{'intimate': 177, 'moderate': 481, 'strong': 272, 'enormous': 284}","{'female': 163, 'more female': 21, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 6, 'overpriced': 27, 'ok': 101, 'good value': 28, 'great value': 7}"
Bleu de Chanel Parfum,Chanel,for men,4.15,1881.0,"{'woody': 100.0, 'citrus': 65.2876, 'aromatic': 64.2295, 'amber': 58.8671, 'fresh spicy': 56.4889, 'warm spicy': 48.5581, 'powdery': 48.4092, 'green': 46.0875, 'lavender': 45.9745}","['Lemon Zest', 'Bergamot', 'Mint', 'Artemisia']","['Lavender', 'Geranium', 'Pineapple', 'Green Notes']","['Sandalwood', 'Cedar', 'Amberwood', 'Iso E Super', 'Tonka Bean']","{'very weak': 86, 'weak': 75, 'moderate': 297, 'long lasting': 479, 'eternal': 148}","{'intimate': 225, 'moderate': 623, 'strong': 286, 'enormous': 216}","{'female': 1, 'more female': 1, 'unisex': 17, 'more male': 80, 'male': 192}","{'way overpriced': 69, 'overpriced': 107, 'ok': 88, 'good value': 21, 'great value': 10}"
Coco Mademoiselle Intense,Chanel,for women,4.3,2412.0,"{'citrus': 100.0, 'vanilla': 92.3802, 'patchouli': 82.2433, 'sweet': 76.5974, 'woody': 68.3632, 'amber': 65.0267, 'warm spicy': 63.5306, 'balsamic': 57.8967, 'rose': 56.2404, 'fruity': 53.272}","['Sicilian Orange', 'Calabrian bergamot', 'Lemon']","['Rose', 'Fruity Notes', 'Jasmine']","['Patchouli', 'Tonka Bean', 'Madagascar Vanilla', 'Labdanum', 'White Musk']","{'very weak': 62, 'weak': 70, 'moderate': 163, 'long lasting': 359, 'eternal': 279}","{'intimate': 134, 'moderate': 385, 'strong': 457, 'enormous': 315}","{'female': 120, 'more female': 25, 'unisex': 17, 'more male': 0, 'male': 0}","{'way overpriced': 19, 'overpriced': 48, 'ok': 62, 'good value': 16, 'great value': 8}"
La Nuit Trésor à la Folie,Lancome,for women,4.21,1892.0,"{'vanilla': 100.0, 'amber': 78.0656, 'sweet': 67.3995, 'fruity': 60.7908, 'soft spicy': 55.2649, 'fresh': 54.1597, 'rose': 53.7565, 'warm spicy': 52.0141, 'floral': 51.2026, 'powdery': 50.8243}","['Red Currant', 'Pear', 'Pink Pepper', 'Bergamot']","['Damask Rose', 'Violet', 'Peony', 'Jasmine']","['Bourbon Vanilla', 'Tonka Bean', 'Benzoin', 'Nutmeg', 'Ambroxan', 'Patchouli', 'Woody Notes']","{'very weak': 48, 'weak': 70, 'moderate': 189, 'long lasting': 244, 'eternal': 141}","{'intimate': 141, 'moderate': 321, 'strong': 334, 'enormous': 307}","{'female': 129, 'more female': 13, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 6, 'overpriced': 31, 'ok': 56, 'good value': 32, 'great value': 4}"
Gentleman Eau de Parfum,Givenchy,for men,4.21,1464.0,"{'warm spicy': 100.0, 'powdery': 93.7552, 'amber': 90.823, 'vanilla': 86.2821, 'iris': 72.1601, 'sweet': 60.0113, 'balsamic': 58.7948, 'fresh spicy': 58.0856, 'earthy': 53.5526, 'woody': 48.6709}","['Black Pepper', 'Lavender', 'Bergamot']","['Orris', 'Cloves', 'Cinnamon']","['Black Vanilla Husk', 'Tolu Balsam', 'Patchouli', 'Tonka Bean', 'Benzoin']","{'very weak': 47, 'weak': 57, 'moderate': 146, 'long lasting': 425, 'eternal': 217}","{'intimate': 97, 'moderate': 456, 'strong': 398, 'enormous': 238}","{'female': 1, 'more female': 2, 'unisex': 25, 'more male': 73, 'male': 134}","{'way overpriced': 3, 'overpriced': 25, 'ok': 106, 'good value': 72, 'great value': 17}"
Delina Exclusif,Parfums de Marly,for women,4.24,932.0,"{'rose': 100.0, 'vanilla': 87.5774, 'fruity': 86.9169, 'amber': 68.6873, 'tropical': 62.1802, 'fresh': 59.2028, 'oud': 58.9859, 'sweet': 54.431, 'floral': 52.8042, 'powdery': 51.6704}","['Litchi', 'Pear', 'Bergamot']","['Turkish Rose', 'Agarwood (Oud)', 'Incense']","['Vanilla', 'Amber', 'Woody Notes']","{'very weak': 30, 'weak': 27, 'moderate': 53, 'long lasting': 118, 'eternal': 173}","{'intimate': 61, 'moderate': 164, 'strong': 220, 'enormous': 225}","{'female': 132, 'more female': 10, 'unisex': 4, 'more male': 1, 'male': 1}","{'way overpriced': 49, 'overpriced': 42, 'ok': 42, 'good value': 6, 'great value': 5}"
Pure XS For Her,Paco Rabanne,for women,3.8,1748.0,"{'vanilla': 100.0, 'sweet': 90.7123, 'woody': 75.3591, 'powdery': 67.3763, 'yellow floral': 67.3763, 'coconut': 64.6375, 'lactonic': 60.2474, 'musky': 59.16, 'white floral': 51.6686, 'fruity': 49.1714}",[],"['Popocorn', 'Vanilla', 'Ylang-Ylang', 'Coconut', 'Peach', 'Orange Blossom', 'Ambrette (Musk Mallow)', 'White Musk', 'Sandalwood', 'Amberwood']",[],"{'very weak': 57, 'weak': 72, 'moderate': 206, 'long lasting': 275, 'eternal': 106}","{'intimate': 145, 'moderate': 349, 'strong': 338, 'enormous': 262}","{'female': 157, 'more female': 16, 'unisex': 8, 'more male': 0, 'male': 1}","{'way overpriced': 3, 'overpriced': 27, 'ok': 100, 'good value': 21, 'great value': 7}"
Eros Flame,Versace,for men,3.79,1310.0,"{'citrus': 100.0, 'aromatic': 78.8842, 'vanilla': 77.0038, 'fresh spicy': 76.6695, 'woody': 65.2361, 'warm spicy': 55.169200000000004, 'sweet': 49.532, 'powdery': 46.4062, 'rose': 45.5871}","['Mandarin Orange', 'Black Pepper', 'Chinotto', 'Lemon', 'Rosemary']","['Pepper', 'Geranium', 'Rose']","['Vanilla', 'Tonka Bean', 'Texas Cedar', 'Sandalwood', 'Patchouli', 'Oakmoss']","{'very weak': 48, 'weak': 47, 'moderate': 153, 'long lasting': 393, 'eternal': 115}","{'intimate': 86, 'moderate': 303, 'strong': 397, 'enormous': 164}","{'female': 3, 'more female': 3, 'unisex': 28, 'more male': 91, 'male': 130}","{'way overpriced': 4, 'overpriced': 21, 'ok': 90, 'good value': 106, 'great value': 15}"
Moustache Eau de Parfum,Rochas,for men,4.44,865.0,"{'vanilla': 100.0, 'amber': 88.2881, 'woody': 85.79, 'warm spicy': 72.4489, 'rose': 67.1089, 'soft spicy': 66.6383, 'citrus': 61.4973, 'balsamic': 57.0804, 'patchouli': 56.6098, 'sweet': 54.2203}","['Pink Pepper', 'Mandarin Orange']","['Atlas Cedar', 'Bulgarian Rose']","['Benzoin', 'Vanilla', 'Patchouli']","{'very weak': 38, 'weak': 40, 'moderate': 167, 'long lasting': 237, 'eternal': 80}","{'intimate': 113, 'moderate': 320, 'strong': 211, 'enormous': 154}","{'female': 0, 'more female': 1, 'unisex': 28, 'more male': 99, 'male': 88}","{'way overpriced': 3, 'overpriced': 4, 'ok': 34, 'good value': 78, 'great value': 78}"
Scandal By Night,Jean Paul Gaultier,for women,4.19,1163.0,"{'sweet': 100.0, 'honey': 87.2564, 'vanilla': 77.2321, 'white floral': 64.5872, 'woody': 59.9654, 'tuberose': 59.4359, 'cherry': 59.0769, 'amber': 56.0705, 'warm spicy': 53.7103, 'citrus': 51.8526}","['Honey', 'Bitter Orange', 'Citruses']","['Tuberose', 'Cherry', 'Orange Blossom', 'Pear', 'Nard Himalayan (Jatamansi)']","['Tonka Bean', 'Vanilla', 'Patchouli', 'Sandalwood', 'Amberwood', 'White Musk']","{'very weak': 35, 'weak': 37, 'moderate': 80, 'long lasting': 201, 'eternal': 229}","{'intimate': 75, 'moderate': 155, 'strong': 293, 'enormous': 288}","{'female': 114, 'more female': 5, 'unisex': 2, 'more male': 0, 'male': 0}","{'way overpriced': 7, 'overpriced': 25, 'ok': 65, 'good value': 15, 'great value': 6}"
Boss The Scent Private Accord for Her ,Hugo Boss,for women,4.1,1055.0,"{'cacao': 100.0, 'warm spicy': 95.858, 'citrus': 68.5207, 'sweet': 60.7752, 'coffee': 58.9941, 'fruity': 53.858, 'vanilla': 52.6154, 'floral': 48.1731, 'amber': 46.1538}",['Mandarin Orange'],"['Coffee', 'Osmanthus']","['Cacao', 'Tonka Bean']","{'very weak': 61, 'weak': 96, 'moderate': 177, 'long lasting': 77, 'eternal': 35}","{'intimate': 174, 'moderate': 225, 'strong': 108, 'enormous': 129}","{'female': 87, 'more female': 14, 'unisex': 8, 'more male': 0, 'male': 0}","{'way overpriced': 3, 'overpriced': 26, 'ok': 43, 'good value': 30, 'great value': 5}"
Luna Rossa Black,Prada,for men,4.27,1201.0,"{'amber': 100.0, 'musky': 82.1448, 'woody': 69.819, 'powdery': 66.9772, 'vanilla': 63.874, 'aromatic': 62.2118, 'balsamic': 60.2681, 'sweet': 57.1072, 'warm spicy': 57.0577, 'patchouli': 50.2413}",['Bergamot'],"['Angelica', 'Patchouli']","['Coumarin', 'Amber', 'Musk']","{'very weak': 63, 'weak': 53, 'moderate': 175, 'long lasting': 306, 'eternal': 61}","{'intimate': 159, 'moderate': 360, 'strong': 220, 'enormous': 142}","{'female': 4, 'more female': 1, 'unisex': 21, 'more male': 72, 'male': 63}","{'way overpriced': 4, 'overpriced': 13, 'ok': 71, 'good value': 45, 'great value': 12}"
